/Caption,/Computer_name,/Lastbootuptime,/Lts,/Os_architecture,/Os_name,/Os_version,/Release,/Vendor
Computer OS,Abdul’s Mac,up 0:3:57:34,false,,macOS 10.15.3 (19D76),macOS 10.15.3 (19D76),,Apple device
