/Device_id,/Manufacturer,/Max_clock_speed,/Name,/Socket_designation,/Virtualizationfirmwareenabled
0,GenuineIntel,3695.999,GenuineIntel,,false
2,GenuineIntel,3695.999,GenuineIntel,,false
4,GenuineIntel,3695.999,GenuineIntel,,false
6,GenuineIntel,3695.999,GenuineIntel,,false

/Caption
CPU
