/Caption,/Computer_name,/Lastbootuptime,/Lts,/Os_architecture,/Os_name,/Os_version,/Release,/Vendor
Computer OS,worker01,,false,amd64,Ubuntu 18.04 LTS,18.04,18.04,ubuntu
