/Caption,/Computer_name,/Creationclassname,/Description,/Installdate,/Manufacturer,/Model,/Name,/Partnumber,/Poweredon,/Product,/Serialnumber,/Sku,/Status,/Tag,/Version
Base Board,worker01,x86_64,,2022-05-24 00:12:45.263521626 -0700,Intel Corporation,,,,true,440BX Desktop Reference Platform,unknown (need root previliges),,,,None (need root previliges)
