/Chassis_sku_number,/Domain,/Manufacturer,/Model,/Pc_system_type,/Primary_owner_name,/System_family,/System_sku_number,/System_type,/Total_phsical_memory
,(none),Intel Corporation,440BX Desktop Reference Platform,0,,,,,"23242428
"
