/Caption,/Computer_name,/Creationclassname,/Description,/Installdate,/Manufacturer,/Model,/Name,/Partnumber,/Poweredon,/Product,/Serialnumber,/Sku,/Status,/Tag,/Version
Base Board,Abduls-Mac.local,,Baseboard Info,Jun 23  2020,Apple device,"VMware7,1",Abdul’s Mac,,true,Darwin 19.3.0,VMWv97CgY8am,,normal_boot,564DE5E6-B6E6-A1C5-EA64-68017E42B6A5,macOS 10.15.3 (19D76)
