/Biosversion,/Caption,/Currentlanguage,/Description,/Installablelanguages,/Installdate,/Listoflanguages,/Manufacturer,/Name,/Primarybios,/Releasedate,/Serialnumber,/Smbiosbiosversion,/Smbiosmajorversion,/Smbiosminorversion,/Smbiospresent,/Softwareelementid,/Softwareelementstate,/Status,/Systembiosmajorversion,/Systembiosminorversion,/Targetoperatingsystem,/Version
6.00,Computer Bios,,,0,11/12/2020,,Phoenix Technologies LTD,440BX Desktop Reference Platform,true,,unknown (need root previliges),,6,00,false,,0,Installed,0,0,0,6.00
