/Chassis_sku_number,/Domain,/Manufacturer,/Model,/Pc_system_type,/Primary_owner_name,/System_family,/System_sku_number,/System_type,/Total_phsical_memory
,"local, 254.169.in-addr.arpa, 8.e.f.ip6.arpa, 9.e.f.ip6.arpa, a.e.f.ip6.arpa, b.e.f.ip6.arpa",Apple device,"VMware7,1",0,Apple device,,,,22.63 GB
